mean-episode_cost_agent_1,max-path-return_agent_0,last-path-return_agent_1,episodes,mean-episode_cost_agent_0,last-path-return_agent_0,max-path-return_agent_1,mean-path-return_agent_0,episode_reward,mean-path-return_agent_1,total-samples
25.0,50.0,-5.0,256,25.0,-5.0,50.0,-2.5,256,-2.5,693
0.0,50.0,10.0,257,0.0,50.0,50.0,16.666666666666668,257,3.3333333333333335,696
25.0,50.0,-5.0,258,25.0,-5.0,50.0,-2.5,258,-2.5,698
16.666666666666668,50.0,-5.0,259,16.666666666666668,-5.0,50.0,-1.6666666666666667,259,-1.6666666666666667,701
25.0,50.0,-5.0,260,25.0,-5.0,50.0,-2.5,260,-2.5,703
25.0,50.0,-5.0,261,25.0,-5.0,50.0,-2.5,261,-2.5,705
25.0,50.0,-5.0,262,25.0,-5.0,50.0,-2.5,262,-2.5,707
25.0,50.0,-5.0,263,25.0,-5.0,50.0,-2.5,263,-2.5,709
0.0,50.0,10.0,264,0.0,50.0,50.0,16.666666666666668,264,3.3333333333333335,712
25.0,50.0,-5.0,265,25.0,-5.0,50.0,-2.5,265,-2.5,714
0.0,50.0,50.0,266,0.0,10.0,50.0,5.0,266,25.0,716
6.666666666666667,50.0,10.0,267,0.0,50.0,50.0,16.666666666666668,267,3.3333333333333335,719
0.0,50.0,10.0,268,0.0,50.0,50.0,25.0,268,5.0,721
25.0,50.0,-5.0,269,25.0,-5.0,50.0,-2.5,269,-2.5,723
0.0,50.0,10.0,270,0.0,50.0,50.0,16.666666666666668,270,3.3333333333333335,726
16.666666666666668,50.0,-5.0,271,16.666666666666668,-5.0,50.0,-1.6666666666666667,271,-1.6666666666666667,729
0.0,50.0,10.0,272,0.0,50.0,50.0,25.0,272,5.0,731
25.0,50.0,-5.0,273,25.0,-5.0,50.0,-2.5,273,-2.5,733
25.0,50.0,-5.0,274,25.0,-5.0,50.0,-2.5,274,-2.5,735
0.0,50.0,50.0,275,0.0,10.0,50.0,5.0,275,25.0,737
25.0,50.0,-5.0,276,25.0,-5.0,50.0,-2.5,276,-2.5,739
25.0,50.0,-5.0,277,25.0,-5.0,50.0,-2.5,277,-2.5,741
25.0,50.0,-5.0,278,25.0,-5.0,50.0,-2.5,278,-2.5,743
25.0,50.0,-5.0,279,25.0,-5.0,50.0,-2.5,279,-2.5,745
0.0,50.0,10.0,280,0.0,50.0,50.0,25.0,280,5.0,747
25.0,50.0,-5.0,281,25.0,-5.0,50.0,-2.5,281,-2.5,749
16.666666666666668,50.0,-5.0,282,16.666666666666668,-5.0,50.0,-1.6666666666666667,282,-1.6666666666666667,752
25.0,50.0,-5.0,283,25.0,-5.0,50.0,-2.5,283,-2.5,754
25.0,50.0,-5.0,284,25.0,-5.0,50.0,-2.5,284,-2.5,756
