mean-path-return_agent_1,mean-path-return_agent_0,last-path-return_agent_0,max-path-return_agent_0,max-path-return_agent_1,episode_reward,last-path-return_agent_1,mean-episode_cost_agent_1,mean-episode_cost_agent_0,total-samples,episodes
-1.6666666666666667,-1.6666666666666667,-5.0,50.0,50.0,247,-5.0,16.666666666666668,16.666666666666668,688,247
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,248,50.0,0.0,3.3333333333333335,691,248
-1.6666666666666667,-1.6666666666666667,-5.0,50.0,50.0,249,-5.0,16.666666666666668,16.666666666666668,694,249
-1.6666666666666667,-1.6666666666666667,-5.0,50.0,50.0,250,-5.0,16.666666666666668,16.666666666666668,697,250
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,251,50.0,0.0,0.0,700,251
3.3333333333333335,16.666666666666668,50.0,50.0,50.0,252,10.0,0.0,0.0,703,252
-1.6666666666666667,-1.6666666666666667,-5.0,50.0,50.0,253,-5.0,16.666666666666668,16.666666666666668,706,253
3.3333333333333335,16.666666666666668,50.0,50.0,50.0,254,10.0,0.0,0.0,709,254
-1.6666666666666667,-1.6666666666666667,-5.0,50.0,50.0,255,-5.0,16.666666666666668,16.666666666666668,712,255
-1.6666666666666667,-1.6666666666666667,-5.0,50.0,50.0,256,-5.0,16.666666666666668,16.666666666666668,715,256
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,257,50.0,0.0,0.0,718,257
-1.6666666666666667,-1.6666666666666667,-5.0,50.0,50.0,258,-5.0,16.666666666666668,16.666666666666668,721,258
-1.6666666666666667,-1.6666666666666667,-5.0,50.0,50.0,259,-5.0,16.666666666666668,16.666666666666668,724,259
-1.6666666666666667,-1.6666666666666667,-5.0,50.0,50.0,260,-5.0,16.666666666666668,16.666666666666668,727,260
-1.6666666666666667,-1.6666666666666667,-5.0,50.0,50.0,261,-5.0,16.666666666666668,16.666666666666668,730,261
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,262,50.0,0.0,0.0,733,262
-1.6666666666666667,-1.6666666666666667,-5.0,50.0,50.0,263,-5.0,16.666666666666668,16.666666666666668,736,263
-1.6666666666666667,-1.6666666666666667,-5.0,50.0,50.0,264,-5.0,16.666666666666668,16.666666666666668,739,264
-1.6666666666666667,-1.6666666666666667,-5.0,50.0,50.0,265,-5.0,16.666666666666668,16.666666666666668,742,265
3.3333333333333335,16.666666666666668,50.0,50.0,50.0,266,10.0,0.0,0.0,745,266
16.666666666666668,3.3333333333333335,10.0,50.0,50.0,267,50.0,0.0,0.0,748,267
-1.6666666666666667,-1.6666666666666667,-5.0,50.0,50.0,268,-5.0,16.666666666666668,16.666666666666668,751,268
-1.6666666666666667,-1.6666666666666667,-5.0,50.0,50.0,269,-5.0,16.666666666666668,16.666666666666668,754,269
